frame,layout_fibers,paint_fibers,paint_replayed,prepaint_fibers,prepaint_replayed,mutated_segments,total_segments,hitboxes,hitboxes_rebuilt,upload_bytes,quads,mono_sprites,poly_sprites,reconcile_us,layout_us,prepaint_us,paint_us,total_us
328,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,152,461,6,14,685
329,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,150,335,5,11,575
330,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,131,308,4,9,501
331,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,132,0,4,9,149
332,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,167,0,8,14,192
333,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,167,0,7,12,190
334,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,163,0,5,10,182
335,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,144,0,4,9,159
336,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,127,790,4,10,983
337,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,151,402,5,9,616
338,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,208,697,12,20,991
339,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,158,612,8,14,849
340,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,152,503,7,13,728
341,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,134,331,5,12,536
342,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,135,333,4,10,541
343,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,146,0,4,10,163
344,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,151,375,4,10,601
345,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,166,365,6,12,607
346,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,153,418,5,11,646
347,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,178,0,7,13,202
348,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,159,525,6,13,764
349,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,150,357,5,11,582
350,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,142,361,5,10,580
351,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,164,410,5,12,655
352,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,158,348,5,11,588
353,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,169,407,5,12,678
354,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,137,338,4,10,546
355,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,162,370,4,10,603
356,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,142,323,4,9,538
357,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,154,334,4,11,564
358,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,146,356,4,10,583
359,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,161,372,4,11,611
360,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,172,0,5,11,193
361,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,181,0,6,11,204
362,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,144,0,5,9,163
363,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,150,0,5,10,171
364,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,166,0,4,14,189
365,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,159,0,3,9,175
366,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,141,0,4,9,158
367,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,183,853,7,14,1122
368,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,147,387,4,10,608
369,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,148,0,4,10,167
370,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,189,0,4,9,206
371,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,155,0,4,9,173
372,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,156,0,5,11,177
373,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,180,0,6,13,204
374,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,158,665,5,12,906
375,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,155,437,5,11,671
376,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,138,353,4,9,565
377,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,167,0,4,11,187
378,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,174,0,7,13,198
379,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,183,0,4,10,202
380,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,146,0,3,8,162
381,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,136,0,11,8,159
382,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,142,797,4,10,1039
383,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,154,402,5,11,643
384,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,151,411,4,10,641
385,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,159,377,5,12,615
386,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,136,350,4,9,559
387,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,182,456,6,12,722
388,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,159,379,4,11,618
389,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,162,361,5,10,604
390,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,156,0,4,10,174
391,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,161,0,4,10,179
392,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,167,0,5,11,187
393,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,161,0,4,11,180
394,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,148,0,4,9,166
395,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,182,0,6,12,205
396,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,149,0,4,10,167
397,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,178,876,6,13,1135
398,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,158,411,5,12,641
399,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,160,441,4,11,676
400,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,134,341,4,8,536
401,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,159,0,5,10,178
402,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,177,0,8,13,201
403,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,152,0,7,12,174
404,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,154,707,6,13,934
405,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,159,440,6,12,668
406,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,179,432,6,11,680
407,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,170,0,6,11,190
408,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,189,606,8,15,871
409,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,151,404,5,11,620
410,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,190,490,7,14,753
411,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,184,0,7,12,207
412,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,165,0,6,13,187
413,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,174,0,5,10,193
414,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,208,743,11,17,1030
415,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,166,0,8,15,193
416,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,153,734,9,15,965
417,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,184,557,9,18,821
418,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,147,385,5,12,599
419,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,141,0,4,9,158
420,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,150,0,6,12,171
421,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,142,0,4,9,159
422,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,149,0,6,12,171
423,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,142,0,5,11,161
424,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,141,0,6,12,162
425,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,150,800,8,18,1031
426,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,142,385,5,12,594
427,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,127,416,5,11,611
428,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,133,0,4,10,151
429,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,120,0,4,9,136
430,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,169,0,5,10,188
431,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,149,0,7,11,170
432,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,135,0,4,10,153
433,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,154,0,4,9,171
434,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,124,0,4,8,139
435,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,113,0,3,7,126
436,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,133,0,4,9,150
437,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,142,0,4,10,160
438,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,142,0,4,13,163
439,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,129,0,3,9,145
440,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,132,0,3,9,148
441,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,117,877,3,9,1064
442,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,131,380,4,11,575
443,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,138,349,4,9,549
444,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,132,334,3,8,525
445,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,117,291,3,8,466
446,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,120,285,3,8,462
447,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,159,463,5,11,689
448,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,205,0,5,12,226
449,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,131,494,4,10,689
450,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,134,0,3,8,149
451,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,123,0,3,8,138
452,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,160,0,6,12,181
453,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,137,0,4,10,156
454,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,173,737,6,18,993
455,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,138,376,4,10,579
456,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,155,412,4,10,631
457,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,257,645,10,21,987
458,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,187,691,8,17,957
459,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,170,460,9,15,703
460,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,157,432,7,12,659
461,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,173,420,7,14,678
462,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,194,0,9,16,224
463,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,143,591,5,12,805
464,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,136,326,4,9,528
465,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,159,385,6,12,620
466,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,144,0,4,9,161
467,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,136,0,4,9,153
468,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,166,489,6,13,733
469,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,142,338,4,10,549
470,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,196,0,7,10,218
471,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,130,0,3,8,145
472,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,171,0,6,13,194
473,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,146,470,4,10,722
474,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,174,452,6,13,702
475,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,151,397,5,11,621
476,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,144,314,4,9,528
477,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,154,0,4,14,176
478,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,158,0,5,11,179
479,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,137,0,4,9,153
480,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,164,0,6,12,186
481,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,150,0,4,10,168
482,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,164,0,5,11,184
483,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,151,0,5,10,169
484,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,197,962,5,13,1244
485,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,156,436,4,11,680
486,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,183,493,6,13,758
487,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,163,0,5,11,184
488,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,146,0,5,10,164
489,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,131,0,4,9,148
490,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,149,0,5,10,167
491,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,137,0,5,11,158
492,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,217,799,8,16,1092
493,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,170,761,8,15,1006
494,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,157,0,7,12,179
495,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,142,0,5,10,164
496,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,164,532,5,11,765
497,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,152,475,7,15,703
498,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,167,462,6,13,697
499,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,139,0,4,11,158
500,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,170,369,5,9,631
501,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,132,391,5,13,593
502,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,163,0,6,12,186
503,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,142,0,5,11,163
504,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,140,0,5,11,160
505,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,144,0,6,12,166
506,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,150,846,5,11,1078
507,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,185,0,6,12,208
508,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,176,449,12,11,710
509,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,142,372,4,11,594
510,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,166,450,5,12,709
511,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,141,0,4,10,159
512,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,144,0,4,10,162
513,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,132,482,4,11,725
514,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,161,358,3,14,597
515,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,158,365,5,11,604
516,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,147,373,4,10,597
517,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,152,408,5,12,638
518,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,171,0,6,12,193
519,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,142,443,4,11,658
520,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,171,363,5,10,607
521,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,139,334,4,10,546
522,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,181,532,7,14,798
523,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,170,484,6,14,734
524,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,164,429,5,12,665
525,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,156,0,5,11,175
526,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,191,0,9,15,218
527,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,173,654,7,14,900
528,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,137,399,4,11,600
529,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,162,0,6,12,184
530,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,175,0,8,14,202
531,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,186,0,8,14,211
532,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,202,793,9,16,1073
533,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,176,356,6,13,601
534,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,172,745,9,16,994
535,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,154,392,6,12,615
536,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,160,0,8,13,185
537,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,173,0,9,16,202
538,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,149,0,7,12,171
539,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,132,0,4,9,149
540,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,142,774,6,13,988
541,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,155,383,6,11,606
542,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,162,0,6,12,184
543,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,135,0,4,10,153
544,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,136,0,8,13,161
545,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,137,0,5,12,157
546,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,137,0,6,11,158
547,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,115,0,4,9,131
548,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,112,0,3,8,127
549,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,127,0,4,10,145
550,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,144,0,4,10,161
551,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,120,828,4,11,1015
552,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,121,371,3,9,553
553,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,137,0,5,10,155
554,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,141,0,5,10,160
555,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,119,561,4,11,760
556,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,140,414,5,11,620
557,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,151,426,5,12,644
558,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,176,0,4,10,193
559,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,138,480,5,11,685
560,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,126,285,4,9,471
561,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,116,281,3,8,456
562,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,152,0,4,10,170
563,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,130,0,3,9,145
564,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,136,0,3,8,151
565,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,123,499,3,9,686
566,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,133,0,3,8,148
567,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,123,430,4,9,616
568,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,149,410,5,12,629
569,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,143,382,4,10,589
570,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,140,0,4,9,157
571,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,126,0,4,9,143
572,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,168,0,5,12,189
573,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,162,0,7,13,186
574,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,163,0,6,11,184
575,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,186,0,7,13,209
576,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,153,0,5,15,177
577,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,158,0,6,11,179
578,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,201,906,5,12,1179
579,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,154,460,6,12,683
580,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,154,439,5,12,660
581,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,147,0,5,11,167
582,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,138,0,4,10,156
583,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,127,0,3,9,144
584,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,125,0,3,8,140
585,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,134,0,4,10,152
586,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,128,0,3,9,143
587,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,143,0,5,11,162
588,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,143,0,6,13,165
589,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,117,0,4,9,133
590,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,144,0,6,12,165
591,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,132,810,5,11,1015
592,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,158,475,8,16,722
593,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,189,0,6,12,212
594,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,172,525,5,12,783
595,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,151,371,5,12,603
596,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,151,354,4,10,584
597,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,162,424,6,12,667
598,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,174,0,5,11,194
599,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,164,498,4,11,737
600,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,144,0,3,9,160
601,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,131,403,4,9,605
602,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,161,372,4,10,608
603,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,144,374,4,10,592
604,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,142,0,3,8,158
605,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,143,394,4,9,614
606,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,152,0,3,9,168
607,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,150,0,4,9,167
608,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,152,0,3,9,169
609,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,157,469,4,12,712
610,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,189,423,6,13,698
611,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,157,407,4,10,639
612,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,199,464,5,11,743
613,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,141,318,4,10,529
614,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,148,325,4,9,553
615,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,138,0,3,8,163
616,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,149,444,4,10,666
617,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,193,0,7,13,218
618,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,184,642,6,13,910
619,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,181,0,6,12,203
620,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,166,411,5,11,660
621,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,236,0,5,11,257
622,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,161,510,4,11,746
623,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,154,0,5,11,174
624,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,141,433,4,11,646
625,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,130,0,3,9,147
626,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,130,342,3,9,543
627,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,145,428,4,10,649
628,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,158,0,5,11,178
629,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,127,0,3,9,143
630,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,131,435,3,9,636
631,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,126,0,3,8,141
632,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,132,0,3,8,147
633,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,138,0,3,8,153
634,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,147,0,3,8,163
635,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,144,458,4,9,681
636,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,166,0,5,11,186
637,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,140,454,3,10,669
638,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,152,357,3,9,585
639,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,164,430,6,12,679
640,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,183,459,6,13,731
641,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,184,498,5,14,769
642,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,199,475,6,13,755
643,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,172,505,5,13,755
644,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,173,495,6,13,744
645,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,179,0,8,14,205
646,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,206,576,8,14,859
647,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,174,492,6,13,736
648,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,165,499,6,12,732
649,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,164,464,7,14,700
650,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,160,0,5,10,179
651,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,161,549,6,13,782
652,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,173,427,5,12,667
653,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,133,313,4,10,512
654,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,141,338,4,10,543
655,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,141,0,3,9,157
656,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,146,0,4,10,163
657,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,184,685,7,14,943
658,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,160,442,4,12,669
659,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,180,0,4,9,197
660,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,150,506,5,11,723
661,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,165,0,5,11,185
662,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,201,555,5,12,825
663,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,158,0,4,10,176
664,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,148,0,5,11,168
665,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,163,756,8,15,994
